'date_reported';'dr_no';'date_occ';'time_occ';'area';'area_name';'rd';'crime_no';'crime_desc';'status';'status_desc';'image_no'
'2014-November-17';141717970;'2012-May-01';1200;17;'Devonshire';1793;354;'THEFT OF IDENTITY';'IC';'Invest Cont';687
'2014-April-29';141809946;'2012-May-01';1100;18;'Southeast';1837;668;'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)';'IC';'Invest Cont';807
'2014-December-04';141821085;'2012-May-01';800;18;'Southeast';1834;354;'THEFT OF IDENTITY';'IC';'Invest Cont';854
'2014-August-12';141917083;'2012-May-01';1000;19;'Mission';1902;812;'CHILD, CRIME AGAINST';'IC';'Invest Cont';540
'2014-August-19';141917457;'2012-May-01';1700;19;'Mission';1999;354;'THEFT OF IDENTITY';'IC';'Invest Cont';906
'2014-October-10';142017672;'2012-May-01';800;20;'Olympic';2014;230;'ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT';'AO';'Adult Other';162
'2014-April-23';142108971;'2012-May-01';1200;21;'Topanga';2158;354;'THEFT OF IDENTITY';'IC';'Invest Cont';998
'2014-December-17';141430717;'2012-April-30';5;14;'Pacific';1488;668;'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)';'IC';'Invest Cont';0
'2014-April-28';141809793;'2012-April-27';2105;18;'Southeast';1841;440;'THEFT PLAIN - PETTY ($950 & UNDER)';'IC';'Invest Cont';500
'2014-February-17';142106117;'2012-April-27';800;21;'Topanga';2161;354;'THEFT OF IDENTITY';'IC';'Invest Cont';326
'2014-July-26';141700938;'2012-April-26';1200;17;'Devonshire';1776;440;'THEFT PLAIN - PETTY ($950 & UNDER)';'IC';'Invest Cont';136
'2014-November-24';140417208;'2012-April-25';1200;4;'Hollenbeck';408;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-March-05';140907159;'2012-April-25';1200;9;'Van Nuys';919;354;'THEFT OF IDENTITY';'IC';'Invest Cont';332
'2014-May-13';141212181;'2012-April-24';5;12;'77th Street';1257;901;'VIOLATION OF RESTRAINING ORDER';'IC';'Invest Cont';609
'2014-September-17';140813652;'2012-April-23';1600;8;'West LA';882;668;'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)';'IC';'Invest Cont';0
'2014-July-22';140316258;'2012-April-19';800;3;'Southwest';397;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-May-21';142110247;'2012-April-19';1700;21;'Topanga';2177;341;'THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD';'IC';'Invest Cont';861
'2014-January-31';140106108;'2012-April-18';1000;1;'Central';152;668;'EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)';'AO';'Adult Other';49
'2014-March-30';140109775;'2012-April-18';900;1;'Central';162;354;'THEFT OF IDENTITY';'IC';'Invest Cont';101
'2014-September-29';140414812;'2012-April-18';1200;4;'Hollenbeck';404;354;'THEFT OF IDENTITY';'IC';'Invest Cont';344
'2014-April-18';141109122;'2012-April-18';800;11;'Northeast';1102;354;'THEFT OF IDENTITY';'IC';'Invest Cont';326
'2014-August-06';141613115;'2012-April-17';1200;16;'Foothill';1641;810;'SEX, UNLAWFUL';'AO';'Adult Other';940
'2014-June-20';140613919;'2012-April-16';1200;6;'Hollywood';646;354;'THEFT OF IDENTITY';'IC';'Invest Cont';0
'2014-July-22';141012597;'2012-April-16';900;10;'West Valley';1045;354;'THEFT OF IDENTITY';'IC';'Invest Cont';596
